aceleracaoMinima,audioMinimo,aceleracaoMaxima,audioMaximo,aceleracaoMedia,audioMedio,aceleracaoVariancia,audioVariancia,aceleracaoRMS,audioRMS,aceleracaoMaxFreAmp1,aceleracaoMaxFreAmp2,aceleracaoMaxFreAmp3,aceleracaoMaxFreAmp4,aceleracaoMaxFreAmp5,aceleracaoMaxFre1,aceleracaoMaxFre2,aceleracaoMaxFre3,aceleracaoMaxFre4,aceleracaoMaxFre5,audioMaxFreAmp1,audioMaxFreAmp2,audioMaxFreAmp3,audioMaxFreAmp4,audioMaxFreAmp5,audioMaxFre1,audioMaxFre2,audioMaxFre3,audioMaxFre4,audioMaxFre5,temperaturaFerramenta,experimento
-289.6318,-292.7411,181.5751,405.3424,-18.6813301,5.61304267,8139.55894,19566.8868,91.8968116,139.620046,80.4193811,42.9956016,36.3985548,34.6710825,32.098239,2688.17204,3225.80645,4301.07527,4838.70968,7526.88172,117.839725,100.811142,98.7770082,34.0210367,30.3435084,1075.26882,2150.53763,2688.17204,3225.80645,7526.88172,42.76,f010 ap100 ac
-209.8652,-242.4308,149.3671,405.3424,-6.7636917,4.60317888,6098.69591,21149.6671,78.1781945,145.112909,48.1387512,47.4306788,36.2016195,31.557241,29.298212,1612.90323,3763.44086,4301.07527,5376.34409,8064.51613,109.64453,102.055508,92.352725,61.1338031,35.4051232,1075.26882,1612.90323,2150.53763,2688.17204,5376.34409,42.82,f010 ap100 ac
-140.3099,-358.4194,169.2725,357.5037,-5.75158704,10.7258134,4570.26298,31936.2929,67.6675981,178.551263,38.9248796,38.3548532,30.4027276,25.2726729,24.6878812,1612.90323,3763.44086,4301.07527,5376.34409,5913.97849,179.845619,114.394069,85.0422953,64.2118041,37.6741366,1075.26882,1612.90323,2150.53763,2688.17204,3225.80645,42.92,f010 ap100 ac
-219.4508,-392.7669,210.6263,272.6469,0.44898994,-1.20182469,6675.71619,29359.2591,81.4875375,170.890907,61.2806156,40.8047998,39.5911859,38.7999713,34.2634051,1612.90323,4301.07527,4838.70968,5913.97849,8064.51613,164.209642,110.569558,83.7441451,62.9738312,59.2594947,1075.26882,1612.90323,2150.53763,2688.17204,3225.80645,43.02,f010 ap100 ac
-224.497,-262.0717,216.3289,360.8852,5.37912094,3.92938425,6587.46676,25996.287,81.124439,160.849959,59.5411535,43.4532587,40.6455578,37.3759422,36.1476791,1612.90323,4301.07527,4838.70968,5913.97849,8064.51613,144.759191,116.706486,81.8583534,55.2144002,52.3819208,1075.26882,1612.90323,2150.53763,2688.17204,3225.80645,43.05,f010 ap100 ac
-141.2542,-323.3768,145.21,342.6726,20.003285,-3.11896924,3744.1042,28251.7145,64.2200409,167.661456,32.9008292,31.601982,27.7126007,25.861617,25.0211944,1612.90323,2688.17204,3763.44086,4301.07527,5913.97849,158.674038,94.6921946,93.7768311,62.1452363,53.02526,1075.26882,1612.90323,2150.53763,2688.17204,3225.80645,43.06,f010 ap100 ac
-180.4046,-281.1033,258.453,290.1223,19.426547,-5.57999093,5233.57265,12809.4141,74.7193171,113.013499,40.2825562,35.854282,30.7230553,30.0576331,25.8384083,3763.44086,4301.07527,5376.34409,5913.97849,8064.51613,78.7766458,75.1125552,56.8305842,52.9980801,33.2439126,1075.26882,1612.90323,2150.53763,2688.17204,8064.51613,42.79,f010 ap100 ac
-200.2363,-281.1033,258.453,239.6557,25.046952,-6.36975264,7544.56216,15459.7223,90.1752001,124.167724,62.7676792,37.7453535,37.496989,35.8119602,35.324065,2688.17204,4838.70968,5376.34409,6989.24731,7526.88172,89.9849562,76.0381149,67.5695035,59.0783374,55.6433294,1075.26882,2150.53763,2688.17204,7526.88172,8064.51613,42.82,f010 ap100 ac
-216.5773,-222.077,191.9043,325.5645,9.20685913,22.1570257,9029.38255,13505.3469,95.2148273,118.000252,72.6100248,52.069882,46.9444209,40.6575374,36.8928839,3763.44086,4838.70968,5376.34409,5913.97849,6451.6129,89.3863712,72.1969429,53.1143522,53.045719,52.6062381,537.634409,1075.26882,1612.90323,2150.53763,7526.88172,43.21,f010 ap100 ac
-162.0197,-284.6241,235.5002,268.6509,17.3776257,-6.11775125,7266.74148,18020.79,86.7747877,134.021823,66.9975999,42.0274168,41.4604542,37.0253465,30.9049182,3225.80645,3763.44086,4838.70968,5913.97849,6451.6129,123.835338,79.8214175,77.0269035,57.8005404,42.0895246,537.634409,1075.26882,1612.90323,2150.53763,3763.44086,42.92,f010 ap100 ac
-115.4615,-452.231,247.791,257.2799,18.0187329,-8.71305624,4778.14976,16139.8039,71.254985,127.001623,50.35747,32.8189639,32.7644559,30.4032484,29.3191413,2150.53763,4838.70968,5376.34409,5913.97849,7526.88172,82.5753076,79.9246114,76.4034263,63.169656,53.1782959,537.634409,1075.26882,1612.90323,2688.17204,3225.80645,43.13,f010 ap100 ac
-258.3457,-254.1186,442.186,375.5585,14.6988706,15.8168717,16937.9315,18475.4066,130.626992,136.479966,121.415494,79.9684742,51.8486931,48.7319237,40.9042846,4301.07527,4838.70968,5913.97849,6451.6129,7526.88172,115.393035,84.6747788,63.0760757,50.1939155,48.7952982,1075.26882,1612.90323,2150.53763,3225.80645,7526.88172,42.7,f010 ap100 ac
-276.9128,-291.0439,329.6339,375.5585,10.0615369,5.23742232,18693.2893,13779.9291,136.72805,117.190743,141.930695,79.0657824,53.8625738,53.3909094,33.0176374,1612.90323,3763.44086,4838.70968,5913.97849,7526.88172,84.8164374,81.4644227,66.1225007,60.6643328,45.6805922,537.634409,1075.26882,1612.90323,2150.53763,3225.80645,42.96,f010 ap100 ac
-237.4046,-236.1136,163.0077,236.7961,2.09584023,-12.2415626,7209.54697,9800.45511,84.7076489,99.4882009,47.238875,47.1899791,42.73722,41.4844308,34.9101002,1612.90323,3225.80645,3763.44086,5376.34409,6451.6129,74.7043175,67.1342057,50.2181119,36.2800595,32.1906894,537.634409,1612.90323,3225.80645,4301.07527,7526.88172,42.94,f010 ap100 ac
-239.9835,-388.5998,286.808,302.8287,0.69533108,-7.29727955,9410.33741,18490.4071,96.7496679,135.811554,76.2237777,68.833027,39.0977338,35.071838,31.7145148,4301.07527,4838.70968,5376.34409,6989.24731,8064.51613,111.054973,68.4327798,67.3866959,65.4530873,50.311644,1075.26882,1612.90323,2150.53763,7526.88172,8064.51613,43.22,f010 ap100 ac
-205.4082,-247.0368,275.0254,196.7491,-12.7075988,21.2701434,10282.8783,13393.0144,101.928272,117.361889,109.934267,32.5233524,32.1944488,31.035745,30.1823511,4301.07527,4838.70968,5376.34409,6989.24731,9677.41935,130.819801,58.3099744,44.8945052,33.3725333,27.1707474,1075.26882,1612.90323,2150.53763,2688.17204,3225.80645,42.56,f010 ap100 ac
-261.041,-330.0633,191.1582,370.0608,2.01440553,-7.46493114,10147.578,27588.0409,100.485674,165.819892,95.3997373,56.9863777,33.6947809,33.6051399,31.7126281,1612.90323,4301.07527,4838.70968,5913.97849,8064.51613,196.545338,92.8642282,37.5714397,34.5977106,31.7223594,537.634409,1612.90323,2150.53763,2688.17204,3225.80645,42.87,f010 ap100 ac
-261.041,-309.2858,265.4315,305.8057,-15.4084774,-3.15111179,10216.7058,21111.4948,101.977901,144.943191,68.5681126,65.0686059,45.4370997,39.9167365,38.3885707,3225.80645,3763.44086,4838.70968,5376.34409,5913.97849,143.694406,83.6479537,53.9649765,50.2267062,45.6282422,537.634409,1612.90323,2150.53763,3225.80645,8064.51613,42.89,f010 ap100 ac
-268.847,-315.0596,196.0214,349.5951,-26.0135757,1.03851995,9716.69763,19546.9082,101.692885,139.4398,77.3134368,44.9341501,40.8031041,40.2086641,39.9535662,1075.26882,3763.44086,4301.07527,5376.34409,8064.51613,126.502896,79.3978244,78.1342513,58.7726418,47.6142425,1075.26882,1612.90323,2150.53763,2688.17204,8064.51613,42.56,f010 ap100 ac
-230.3066,-564.1066,165.9938,521.0101,-25.70743283,-18.59463235,5945.420642,86846.81955,81.08223059,294.4922096,55.49010743,46.086665,39.59178029,31.56962444,30.85784696,3763.44086,4301.075269,4838.709677,5913.978495,6989.247312,344.7426393,143.8101963,125.736616,78.81554549,46.77572617,1075.268817,1612.903226,2688.172043,3225.806452,3763.44086,80.73,f025 ap100 ac
-171.0545,-560.892,180.7826,642.2146,-9.082396266,-45.83321629,4732.682542,75356.99573,69.20884337,277.5872851,41.05246712,40.15546248,33.9774673,33.48053692,30.0975534,2688.172043,3763.44086,4301.075269,5913.978495,8064.516129,253.0775734,203.8070401,133.3618074,105.9588628,101.349937,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,77.8,f025 ap100 ac
-207.8235,-433.1973,251.2214,416.6906,3.430307428,-2.680653706,8561.8833,41565.46969,92.34643922,203.3479293,76.58728192,60.93643029,53.37175767,30.27137625,27.45690081,1075.268817,4301.075269,4838.709677,5913.978495,6451.612903,177.1007759,148.2457006,104.1849783,93.35790525,77.59411939,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,76.99,f025 ap100 ac
-213.8815,-272.6568,179.2423,417.9679,16.36211603,-12.88613081,6408.372238,30001.77402,81.4973724,173.2264099,72.67439714,38.56236228,31.11296918,28.87461584,26.46288917,1612.903226,2150.537634,5376.344086,6989.247312,8064.516129,193.208666,82.39762734,69.80524157,55.69232136,46.13001141,1075.268817,1612.903226,2688.172043,3225.806452,4838.709677,78.65,f025 ap100 ac
-129.6871,-659.0347,173.8656,730.4172,5.819630481,17.95285143,4220.692643,114728.4154,65.0537485,338.2856771,41.24961558,32.03191135,31.79853234,28.34836556,23.4002782,1075.268817,1612.903226,4301.075269,5376.344086,5913.978495,291.6381611,243.0689493,231.3660354,117.5253641,89.40936699,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,79.71,f025 ap100 ac
-155.3011,-443.4784,173.8656,727.5702,2.737598598,47.54429829,5263.682641,94510.51022,72.40876364,310.2669282,45.3741504,43.90020777,33.15746504,31.24423344,29.57412143,3225.806452,3763.44086,4838.709677,6451.612903,7526.88172,256.8904525,251.5431772,205.1829816,86.73214947,61.03561487,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,79.38,f025 ap100 ac
-191.0866,-523.7047,113.4386,453.9799,-0.5803614417,7.154761872,4831.111126,58067.63468,69.32252972,240.4335733,51.43628127,40.19031939,37.35338829,30.54657482,27.96487585,2688.172043,3225.806452,4301.075269,4838.709677,5913.978495,214.119195,206.040701,96.45394657,93.52009358,74.88812993,537.6344086,1075.268817,1612.903226,2150.537634,3225.806452,79.35,f025 ap100 ac
-355.1085,-551.0495,187.3544,581.9247,0.2367780834,-20.88532529,8488.065185,95303.33087,91.88433232,308.5933962,58.9694942,55.29368279,49.7191232,47.19598027,38.3273247,4301.075269,4838.709677,5376.344086,5913.978495,6451.612903,325.041608,202.611932,120.6036853,89.40797831,75.8017292,537.6344086,1075.268817,1612.903226,2150.537634,3225.806452,78.69,f025 ap100 ac
-202.7018,-551.0495,176.5551,377.6401,-3.241349787,3.751841749,7845.774406,48594.18487,88.39866934,219.8826943,63.91094783,59.91716468,45.60086051,37.3572851,32.18869314,2688.172043,4838.709677,5376.344086,5913.978495,6451.612903,178.8717345,168.2956794,145.4748005,76.93216071,69.93115478,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,79.2,f025 ap100 ac
-226.5301,-626.9202,170.2116,733.1284,-2.607262396,-13.10810117,6346.35767,130981.6097,79.49350757,361.1827731,63.24767522,41.70276639,35.41449416,30.66566854,30.24340188,1612.903226,4301.075269,4838.709677,6451.612903,7526.88172,411.7472638,205.2945173,129.7715092,100.4230332,87.5013074,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,78.25,f025 ap100 ac
-168.2218,-663.3058,201.8428,735.1295,-5.339278583,-4.964063245,6195.023666,130171.833,78.67911472,359.8615968,52.133583,51.67131978,42.58332317,25.06121571,24.57476791,1612.903226,2150.537634,4301.075269,4838.709677,8064.516129,378.5788535,255.548379,166.0771356,104.3426311,55.19794742,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,78.95,f025 ap100 ac
-132.1289,-619.083,215.8179,735.1295,6.698904383,-14.45745984,6427.793615,146988.2987,80.23899119,382.6372736,62.49485673,39.47221031,39.01819432,37.48068753,30.61747617,1612.903226,4301.075269,5376.344086,5913.978495,7526.88172,380.1303936,337.6133108,116.7578824,88.36785841,86.28305715,537.6344086,1075.268817,1612.903226,2688.172043,3225.806452,78.42,f025 ap100 ac
-195.3196,-619.083,192.9774,646.2092,1.436612372,12.95623842,9805.174469,124150.5504,98.76641249,351.6454291,60.19823435,57.20266216,50.15677063,46.45458808,43.8429939,1612.903226,3225.806452,3763.44086,4301.075269,5913.978495,233.3952513,226.5219365,217.1685702,216.4124526,107.9094532,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,78.7,f025 ap100 ac
-221.2333,-731.1998,186.0757,774.3373,-16.04943762,21.52008716,7299.565079,210584.0154,86.70706096,458.1713782,56.34570864,45.98949361,43.2025525,40.29984217,36.02419733,4301.075269,4838.709677,5376.344086,7526.88172,8064.516129,439.1772281,356.811137,166.3722015,162.0451819,117.4301146,1075.268817,1612.903226,2150.537634,2688.172043,3763.44086,79.29,f025 ap100 ac
-250.5309,-859.508,194.4809,786.7047,-7.984989033,-9.833348984,7468.012007,287033.5086,86.55539362,534.4111383,53.75619278,51.04350928,45.35345605,40.63518864,33.92109669,1612.903226,3225.806452,4838.709677,5376.344086,5913.978495,498.0557104,351.0501885,337.5311271,130.6789742,112.9743788,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,78.32,f025 ap100 ac
-217.3342,-788.794,218.4047,853.2436,-9.508297659,-2.004552674,7247.941232,274293.7605,85.43763757,522.3322383,55.87047044,47.67065432,46.34785753,38.87405662,34.50973647,1612.903226,3225.806452,4838.709677,5376.344086,5913.978495,487.6137228,347.2280659,345.0354883,119.9329721,103.2952445,1075.268817,1612.903226,2150.537634,3225.806452,3763.44086,78.48,f025 ap100 ac
-177.1536,-722.2217,185.0987,733.9476,1.65438584,-40.18742115,7762.967841,216607.3829,87.88738042,465.9013666,54.29239863,50.5223133,49.87831194,44.41375158,38.3427798,4301.075269,4838.709677,5376.344086,7526.88172,8064.516129,463.0112788,320.8605366,217.709681,135.7737638,130.0187006,1075.268817,1612.903226,2150.537634,2688.172043,3763.44086,78.75,f025 ap100 ac
-177.1536,-719.4847,146.6184,392.4297,-6.782016476,-37.49904362,6057.521388,98986.3353,77.91741765,316.0113525,50.48301786,49.65802852,47.86382775,28.16463736,21.28834273,1612.903226,3225.806452,3763.44086,5376.344086,9139.784946,233.6597332,185.9762782,179.7491697,173.1873635,117.8315988,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,78.53,f025 ap100 ac
-288.1465,-623.4402,235.2993,406.1111,-0.1661040321,1.268530642,8798.253108,92620.87489,93.54801557,303.524604,60.80699689,53.33297787,50.17510943,44.343021,35.79698168,1612.903226,4838.709677,5376.344086,5913.978495,6451.612903,272.1464266,249.7302343,162.6409282,101.129085,61.58858825,537.6344086,1075.268817,1612.903226,2688.172043,3225.806452,79.22,f025 ap100 ac
-173.8841,-600.5091,235.2993,644.2678,4.143241666,-37.19697588,7153.097673,115239.877,84.45124194,340.59835,53.37983451,44.04827083,41.65520366,41.621167,33.39169852,1612.903226,4301.075269,4838.709677,5376.344086,8064.516129,310.6838934,249.4371456,166.7238617,157.2060123,106.4141386,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,79.5,f025 ap100 ac
-195.8558,-700.7647,229.1659,633.4393,5.223429572,-4.132086269,6760.576363,83454.74768,82.16877609,288.1415273,48.11776631,47.05662496,46.64674641,41.35319623,32.32255071,4301.075269,4838.709677,5376.344086,5913.978495,8064.516129,279.9476957,218.3686491,123.4585617,110.1079759,73.62086335,537.6344086,1075.268817,1612.903226,2150.537634,3225.806452,78.27,f025 ap100 ac
-346.0383,-700.7647,233.9282,462.1002,14.58582639,-25.02743861,14460.88568,88069.33336,120.8151525,297.026509,73.65327946,72.64358929,66.80829374,47.3026176,43.58669803,1612.903226,4301.075269,4838.709677,5913.978495,6451.612903,344.0222982,149.1547601,116.6120009,95.14708849,64.97069486,1075.268817,1612.903226,2150.537634,2688.172043,3763.44086,78.38,f025 ap100 ac
-246.1565,-372.2333,227.4182,372.5654,20.40341153,-28.84617211,7672.085585,36617.79378,89.70706545,193.0131559,51.15996074,46.94829392,44.35532595,43.98601454,38.99616967,1612.903226,5376.344086,5913.978495,6451.612903,6989.247312,176.9781355,174.2413214,68.18412473,44.18840734,29.68371726,537.6344086,1075.268817,1612.903226,2150.537634,4838.709677,79.08,f025 ap100 ac
-246.1565,-561.887,196.4689,718.8054,8.31485961,24.71809916,7311.507603,77552.09978,85.6828193,278.8339418,85.65878237,34.26407908,32.05157597,24.87420268,24.63840468,1612.903226,2688.172043,4301.075269,5376.344086,8064.516129,282.8050286,184.8756873,134.6159397,73.89453524,70.32116435,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,78.59,f025 ap100 ac
-201.6919,-587.8779,262.7285,718.8054,17.36568588,35.58552103,7907.638666,166533.7636,90.37100683,408.5456376,61.35994847,54.70376895,44.09710677,37.2973873,29.30634013,4301.075269,4838.709677,5376.344086,5913.978495,8064.516129,446.8677175,286.7175491,183.6152486,60.90508315,46.35185636,537.6344086,1075.268817,1612.903226,2150.537634,3225.806452,79.48,f025 ap100 ac
-138.394,-466.9634,181.9447,477.7747,12.02728593,9.204222624,4601.75874,62209.09017,68.71539864,248.9199449,59.42535039,36.35760828,31.87881082,26.49814268,21.55585126,1075.268817,3763.44086,4301.075269,4838.709677,5913.978495,240.856281,141.7129187,113.1831951,69.02025791,63.76768179,1075.268817,1612.903226,2688.172043,4301.075269,5376.344086,79.48,f025 ap100 ac
-157.4305,-550.7706,214.2242,535.2363,21.51820864,-8.094127139,5612.649852,86376.9038,77.75390012,293.2243341,75.57035622,30.67008871,29.0358749,26.81881211,25.79084399,537.6344086,2150.537634,5376.344086,6989.247312,8064.516129,348.936563,118.9136713,115.2466162,107.9790861,81.72161969,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,78.99,f025 ap100 ac
-233.7689,-682.4679,261.4802,414.0007,-2.472603632,0.2334662086,7547.376821,65878.63212,86.67831497,255.9812385,63.88259118,55.12745085,42.34045415,37.53571571,32.77491894,4301.075269,4838.709677,5913.978495,6451.612903,7526.88172,246.2949265,168.7008096,159.4156762,95.76590327,45.9173853,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,79.31,f025 ap100 ac
-150.2815,-612.3417,170.4274,757.8826,-13.74570881,-50.48824443,4642.012037,110581.972,69.32627895,335.4693539,41.80678974,40.23893392,33.24202175,31.42597859,25.45445642,1612.903226,2688.172043,3763.44086,5913.978495,8064.516129,371.5791292,199.2744257,145.686331,98.81246747,79.97198738,537.6344086,1075.268817,1612.903226,2150.537634,2688.172043,78.63,f025 ap100 ac
-227.2194,-612.3417,166.8212,596.272,-28.52334671,-21.96352272,5677.701112,103159.373,80.37985059,321.0764939,53.03736882,42.96760996,41.68874626,30.98797829,29.02430855,3763.44086,4301.075269,4838.709677,5913.978495,6989.247312,383.3104933,152.722653,137.861378,75.07687936,53.72668452,1075.268817,1612.903226,2150.537634,2688.172043,3225.806452,78.97,f025 ap100 ac
-199.7886,-570.6771,214.8507,466.5835,11.431285,14.684679,84.378008,246.39446,84.923759,246.1696,65.944935,44.225248,44.018905,36.638694,32.195267,1612.9032,4301.0753,5376.3441,7526.8817,8064.5161,243.93358,166.35206,121.50547,65.529884,61.626174,1612.9032,2150.5376,2688.172,3763.4409,5376.3441,27.99,f010 ap030 al
-148.0151,-505.8318,292.7345,497.3753,17.264868,33.783399,87.171821,198.97803,88.636145,201.3004,64.19605,56.905147,40.72427,38.863316,26.001214,1612.9032,3763.4409,4301.0753,4838.7097,5376.3441,167.83263,164.67586,110.8583,58.545421,42.285845,1612.9032,2150.5376,3763.4409,5376.3441,5913.9785,28.8,f010 ap030 al
-171.7394,-337.6503,204.8633,264.712,14.874552,14.21133,87.758326,143.26222,88.778328,143.58367,57.134666,52.828504,44.666605,34.550643,32.839129,2150.5376,3225.8065,4838.7097,5376.3441,6451.6129,107.51991,81.025881,71.679432,70.439635,54.1947,2150.5376,3763.4409,5376.3441,6989.2473,7526.8817,28.2,f010 ap030 al
-163.657,-411.5924,194.0229,247.3617,15.913145,-9.0996225,73.934641,159.29668,75.43426,159.13057,39.332382,36.713101,34.013081,33.593954,31.850033,1075.2688,3225.8065,4301.0753,5376.3441,7526.8817,135.49194,94.514986,77.223716,73.241928,60.401113,1612.9032,2150.5376,3763.4409,5376.3441,5913.9785,29.56,f010 ap030 al
-188.0364,-443.8675,217.1,264.0585,-12.619539,-31.777016,88.216806,159.48458,88.881053,162.20077,50.749216,43.912123,41.862068,38.374087,37.829967,1612.9032,2150.5376,3763.4409,5376.3441,7526.8817,125.42137,98.501934,59.960107,59.868108,56.638225,537.63441,3763.4409,5376.3441,5913.9785,7526.8817,26.99,f010 ap030 al
-267.608,-487.445,235.4381,382.3377,-11.583972,-17.617723,98.564753,204.9828,98.981044,205.19171,73.344579,61.358378,56.301483,45.926803,30.21904,3763.4409,4301.0753,5376.3441,5913.9785,6989.2473,153.27887,142.10976,125.30787,97.049047,62.305456,1612.9032,2150.5376,3763.4409,4838.7097,5376.3441,28.77,f010 ap030 al
-211.3694,-598.7679,225.9997,574.296,-6.8577977,20.447618,92.913613,291.81135,92.918262,291.7475,55.703425,50.920146,45.39709,42.165713,40.032323,2150.5376,5376.3441,5913.9785,6989.2473,7526.8817,283.02173,213.72982,102.68922,98.648981,82.921422,1612.9032,2150.5376,2688.172,3763.4409,7526.8817,28.36,f010 ap030 al
-246.5861,-487.7976,256.5702,496.5071,-11.869643,-3.5484667,112.74086,275.0658,113.06379,274.35229,94.67221,69.364946,58.810477,41.714052,41.355873,3763.4409,4838.7097,5376.3441,6989.2473,7526.8817,260.20486,191.91034,88.913651,88.827941,79.241002,1612.9032,2150.5376,3225.8065,3763.4409,7526.8817,28.72,f010 ap030 al
-306.4928,-654.2542,254.1325,573.5242,4.3091608,6.282488,100.45167,330.89358,100.27535,330.06745,75.28665,69.49177,48.962391,38.448022,32.974797,3225.8065,4301.0753,5376.3441,5913.9785,7526.8817,322.66658,258.50524,93.63109,93.238411,73.617526,1612.9032,2150.5376,2688.172,3225.8065,3763.4409,28.52,f010 ap030 al
-272.2131,-618.3984,159.7081,689.8919,-10.8779,27.963716,83.158009,350.44554,83.645701,350.62415,56.659901,49.234172,37.764837,34.914943,33.773366,1612.9032,4301.0753,4838.7097,5376.3441,7526.8817,365.68215,245.39137,101.17488,94.609081,85.73486,1612.9032,2150.5376,2688.172,3225.8065,7526.8817,28.29,f010 ap030 al
-220.6655,-608.3301,158.1626,619.7705,-18.03795,27.280503,77.652051,324.74958,79.517064,325.02699,50.620041,46.719975,44.031233,38.817673,25.384913,1612.9032,4301.0753,4838.7097,5376.3441,8064.5161,336.16047,216.66205,109.15548,100.7962,90.749626,1612.9032,2150.5376,2688.172,3225.8065,5376.3441,28.44,f010 ap030 al
-121.0387,-784.5057,182.577,845.6707,-10.70815,11.387961,59.551553,477.81571,60.349708,476.67246,53.036718,26.761973,23.714038,23.569981,20.282303,1075.2688,2150.5376,4301.0753,4838.7097,5376.3441,498.31372,371.57587,141.14737,115.49582,104.09624,1612.9032,2150.5376,2688.172,3225.8065,7526.8817,28.68,f010 ap030 al
-160.6329,-819.541,182.577,852.7455,-11.842384,11.95562,75.041507,532.95917,75.771738,531.66668,46.840561,40.651848,40.35001,36.191055,32.887729,1612.9032,3763.4409,4301.0753,6451.6129,7526.8817,560.55707,378.36623,173.42134,153.43096,122.91416,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.02,f010 ap030 al
-230.751,-841.5666,172.846,832.1287,-10.243362,9.1523724,83.475416,597.46382,83.879728,595.93447,56.260493,55.555537,33.685816,32.875733,30.828514,537.63441,1612.9032,5376.3441,5913.9785,6989.2473,663.84393,403.29502,171.72459,151.04168,124.31175,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.21,f010 ap030 al
-230.751,-851.7355,228.5086,840.5279,-4.7816905,-4.3466156,93.69925,572.9188,93.57064,571.40142,76.468874,62.868823,43.087758,35.795807,33.659874,3763.4409,4838.7097,5376.3441,5913.9785,8064.5161,647.75693,379.37726,162.1137,126.41695,115.40564,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.78,f010 ap030 al
-217.8377,-878.1071,253.6792,859.707,8.0040312,-15.124063,92.060845,606.08902,92.162584,604.65547,72.664405,70.656894,33.793627,32.876449,32.719719,3763.4409,4838.7097,5376.3441,5913.9785,8064.5161,688.03582,394.87733,167.22463,126.67064,126.17261,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.21,f010 ap030 al
-179.9373,-947.4766,253.6792,895.886,17.646732,-31.840065,83.156687,670.83853,84.790701,669.79966,60.327039,54.648196,35.198453,29.744504,27.764374,4301.0753,5376.3441,5913.9785,6989.2473,7526.8817,751.41672,433.97776,182.78175,158.44125,149.73156,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,28.46,f010 ap030 al
-160.5411,-1007.625,163.7916,956.2577,10.349948,-42.554055,62.696082,672.69361,63.379017,672.24078,38.724786,33.048543,32.315292,28.084499,26.047097,3763.4409,4301.0753,5376.3441,6451.6129,8064.5161,727.22761,459.14825,201.78732,192.00655,134.97179,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,28.69,f010 ap030 al
-113.0003,-995.4295,93.83736,1014.146,8.3319857,-37.619313,50.941712,674.93344,51.484004,674.17679,30.524971,23.25502,21.516066,20.184306,18.862848,2688.172,4838.7097,5376.3441,5913.9785,6989.2473,704.78376,496.0009,207.46331,179.27265,137.57735,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.78,f010 ap030 al
-100.7989,-1005.954,93.60433,1035.847,5.0324262,-44.702643,48.762969,655.40998,48.892094,655.18199,29.011538,23.815644,23.323075,21.229779,19.105772,2150.5376,2688.172,3763.4409,5913.9785,6451.6129,710.31176,461.78133,185.77308,180.46793,142.93438,1075.2688,1612.9032,2150.5376,2688.172,3225.8065,28.45,f010 ap030 al
-150.4672,-1033.166,175.6772,1090.43,1.1904787,-48.715935,73.222494,672.7027,73.036152,672.66799,50.451323,45.561834,34.623761,33.754318,27.720891,3763.4409,4301.0753,5376.3441,5913.9785,7526.8817,719.42582,474.65563,187.41142,178.732,167.60679,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,27.93,f010 ap030 al
-163.6379,-989.04,203.04,1157.74,7.5500386,-16.825258,79.646947,654.48075,79.791705,652.94528,57.446745,42.471359,42.298083,31.575497,26.036325,4301.0753,5376.3441,5913.9785,6451.6129,8064.5161,671.40562,464.04152,212.95092,197.41009,181.07688,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,27.86,f010 ap030 al
-145.5479,-957.5313,166.728,1094.241,-2.6432313,-28.250734,64.314362,630.94649,64.196607,629.89105,39.350017,38.373244,32.066028,26.041665,24.672491,4838.7097,5376.3441,5913.9785,6451.6129,8064.5161,661.83264,436.35697,221.52478,194.70572,139.79762,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,28.42,f010 ap030 al
-164.7809,-981.518,168.8783,925.2708,-8.3785602,-34.295466,72.878211,573.38055,73.164415,572.87288,46.898139,43.625233,35.950094,32.186463,26.671311,4301.0753,4838.7097,5913.9785,6989.2473,7526.8817,579.56751,403.88547,205.28412,186.38983,130.10661,1075.2688,1612.9032,2150.5376,2688.172,5376.3441,28.37,f010 ap030 al
